episode,reward,max_x
1073,18.9400,1097.0000
1074,18.5400,1077.0000
1075,49.1600,2608.0000
1076,36.7400,1987.0000
1077,18.1600,1058.0000
1078,36.4600,1973.0000
1079,18.5600,1078.0000
1080,14.6800,884.0000
1081,18.8400,1092.0000
1082,18.4200,1071.0000
1083,18.2200,1061.0000
1084,19.9600,1148.0000
1085,18.1200,1056.0000
1086,18.9000,1095.0000
1087,19.6800,1134.0000
1088,36.3800,1969.0000
1089,59.8600,3093.0000
1090,14.5800,879.0000
1091,18.2000,1060.0000
1092,18.4600,1073.0000
1093,18.4600,1073.0000
1094,18.3400,1067.0000
1095,15.5800,929.0000
1096,56.9600,2948.0000
1097,18.2800,1064.0000
1098,13.9400,847.0000
1099,18.1200,1056.0000
1100,18.1800,1059.0000
1101,18.3200,1066.0000
1102,18.3600,1068.0000
1103,52.7200,2786.0000
1104,36.7200,1986.0000
1105,19.3600,1118.0000
1106,18.3000,1065.0000
1107,58.7000,3085.0000
1108,50.8600,2693.0000
1109,18.7000,1085.0000
1110,13.5000,825.0000
1111,49.2600,2613.0000
1112,18.2200,1061.0000
1113,18.4000,1070.0000
1114,18.3200,1066.0000
1115,58.6800,3084.0000
1116,20.2800,1164.0000
1117,18.5400,1077.0000
1118,43.8200,2341.0000
1119,45.0400,2402.0000
1120,51.1000,2705.0000
1121,18.5000,1075.0000
1122,18.2000,1060.0000
1123,19.7400,1137.0000
1124,18.4200,1071.0000
1125,16.0000,950.0000
1126,56.9600,2948.0000
1127,44.7600,2388.0000
1128,18.2200,1061.0000
1129,18.7800,1089.0000
1130,18.4400,1072.0000
1131,43.5400,2327.0000
1132,18.2400,1062.0000
1133,36.1400,1957.0000
1134,51.3600,2718.0000
1135,19.8400,1142.0000
1136,14.0000,850.0000
1137,18.1600,1058.0000
1138,13.5600,828.0000
1139,18.2800,1064.0000
1140,18.2400,1062.0000
1141,18.2000,1060.0000
1142,19.4800,1124.0000
1143,20.5600,1178.0000
1144,18.3000,1065.0000
1145,18.2000,1060.0000
1146,18.1400,1057.0000
1147,18.1200,1056.0000
1148,18.4800,1074.0000
1149,18.0400,1052.0000
1150,58.4400,3022.0000
1151,60.7600,3138.0000
1152,43.7400,2337.0000
1153,18.4600,1073.0000
1154,62.6800,3234.0000
1155,36.2800,1964.0000
1156,19.0800,1104.0000
1157,56.7800,2939.0000
1158,18.1600,1058.0000
1159,18.3000,1065.0000
1160,18.6200,1081.0000
1161,36.8800,1994.0000
1162,18.9400,1097.0000
1163,19.2400,1112.0000
1164,18.4000,1070.0000
1165,49.5600,2628.0000
1166,13.4000,820.0000
1167,20.1200,1156.0000
1168,20.7000,1185.0000
1169,18.5600,1078.0000
1170,19.2000,1110.0000
1171,18.2400,1062.0000
1172,13.5000,825.0000
1173,18.2400,1062.0000
1174,18.3600,1068.0000
1175,20.1800,1159.0000
1176,18.8200,1091.0000
1177,18.1000,1055.0000
1178,50.3400,2667.0000
1179,18.1800,1059.0000
1180,18.3000,1065.0000
1181,18.3200,1066.0000
1182,18.2800,1064.0000
1183,13.3800,819.0000
1184,18.0600,1053.0000
1185,18.2600,1063.0000
1186,20.5000,1175.0000
1187,18.2200,1061.0000
1188,19.1400,1107.0000
1189,18.1600,1058.0000
1190,18.1200,1056.0000
1191,18.3600,1068.0000
1192,14.8200,891.0000
1193,14.3200,866.0000
1194,49.4400,2622.0000
1195,43.0600,2303.0000
1196,18.3200,1066.0000
1197,37.0800,2004.0000
1198,18.3000,1065.0000
1199,56.9400,2947.0000
1200,18.1600,1058.0000
1201,18.3800,1069.0000
1202,16.0200,951.0000
1203,18.2400,1062.0000
1204,18.3400,1067.0000
1205,18.0800,1054.0000
1206,18.3600,1068.0000
1207,49.2600,2613.0000
1208,36.7600,1988.0000
1209,19.9200,1146.0000
1210,19.2400,1112.0000
1211,37.3200,2016.0000
1212,49.2400,2612.0000
1213,56.9400,2947.0000
1214,18.2200,1061.0000
1215,18.1600,1058.0000
1216,18.4000,1070.0000
1217,13.1200,806.0000
1218,19.9600,1148.0000
1219,18.3800,1069.0000
1220,22.4800,1274.0000
1221,18.1600,1058.0000
1222,18.5400,1077.0000
1223,18.1400,1057.0000
1224,19.4800,1124.0000
1225,49.5200,2626.0000
1226,18.1400,1057.0000
1227,14.7200,886.0000
1228,13.2200,811.0000
1229,62.1800,3209.0000
1230,18.2800,1064.0000
1231,13.6200,831.0000
1232,19.4200,1121.0000
1233,15.6200,931.0000
1234,18.3400,1067.0000
1235,48.9400,2597.0000
1236,20.7400,1187.0000
1237,18.3800,1069.0000
1238,18.4800,1074.0000
1239,56.5600,2928.0000
1240,18.0600,1053.0000
1241,18.2000,1060.0000
1242,51.3200,2716.0000
1243,18.1800,1059.0000
1244,18.2600,1063.0000
1245,15.4000,920.0000
1246,48.6600,2583.0000
1247,43.5000,2325.0000
1248,18.9600,1098.0000
1249,37.1000,2005.0000
1250,44.3200,2366.0000
1251,36.2200,1961.0000
1252,18.1200,1056.0000
1253,18.9000,1095.0000
1254,18.7800,1089.0000
1255,43.9400,2347.0000
1256,20.1600,1158.0000
1257,18.6600,1083.0000
1258,19.5800,1129.0000
1259,20.0000,1150.0000
1260,48.9400,2597.0000
1261,58.8200,3091.0000
1262,18.1600,1058.0000
1263,19.3800,1119.0000
1264,18.0800,1054.0000
1265,18.8600,1093.0000
1266,18.5200,1076.0000
1267,13.5400,827.0000
1268,18.4000,1070.0000
1269,49.3600,2618.0000
1270,18.2800,1064.0000
1271,18.3400,1067.0000
1272,45.6000,2430.0000
1273,44.3200,2366.0000
1274,18.1200,1056.0000
1275,18.0800,1054.0000
1276,13.1800,809.0000
1277,18.1000,1055.0000
1278,13.6800,834.0000
1279,18.3400,1067.0000
1280,35.9200,1946.0000
1281,18.4000,1070.0000
1282,18.3600,1068.0000
1283,18.3400,1067.0000
1284,36.9400,1997.0000
1285,18.7000,1085.0000
1286,15.1000,905.0000
1287,18.6800,1084.0000
1288,18.6800,1084.0000
1289,35.9600,1948.0000
1290,43.7400,2337.0000
1291,18.9400,1097.0000
1292,20.6400,1182.0000
1293,56.8800,2944.0000
1294,18.7800,1089.0000
1295,18.4800,1074.0000
1296,48.7400,2587.0000
1297,19.9400,1147.0000
1298,36.2400,1962.0000
1299,36.5800,1979.0000
1300,18.8800,1094.0000
1301,35.7000,1935.0000
1302,18.3800,1069.0000
1303,18.0800,1054.0000
1304,21.7800,1239.0000
1305,36.5400,1977.0000
1306,56.7400,2937.0000
1307,18.1800,1059.0000
1308,18.8400,1092.0000
1309,20.2200,1161.0000
1310,19.0000,1100.0000
1311,58.6200,3031.0000
1312,20.4800,1174.0000
1313,18.4800,1074.0000
1314,15.4600,923.0000
1315,18.3400,1067.0000
1316,18.2400,1062.0000
1317,45.0400,2402.0000
1318,20.3000,1165.0000
1319,20.1400,1157.0000
1320,18.6000,1080.0000
1321,18.2200,1061.0000
1322,18.9000,1095.0000
1323,18.3000,1065.0000
1324,18.8600,1093.0000
1325,18.5000,1075.0000
1326,18.2400,1062.0000
1327,19.4400,1122.0000
1328,36.8400,1992.0000
1329,18.5400,1077.0000
1330,19.2600,1113.0000
1331,36.5200,1976.0000
1332,18.3800,1069.0000
1333,18.1200,1056.0000
1334,15.2800,914.0000
1335,18.3600,1068.0000
1336,18.5600,1078.0000
1337,43.1600,2308.0000
1338,37.3800,2019.0000
1339,53.3000,2815.0000
1340,43.8600,2343.0000
1341,20.1800,1159.0000
1342,13.1800,809.0000
1343,18.1600,1058.0000
1344,18.5000,1075.0000
1345,17.2400,1012.0000
1346,18.5600,1078.0000
1347,18.1200,1056.0000
1348,18.4000,1070.0000
1349,18.2600,1063.0000
1350,48.9200,2596.0000
1351,22.0000,1250.0000
1352,52.0800,2754.0000
1353,49.2400,2612.0000
1354,18.3200,1066.0000
1355,18.1400,1057.0000
1356,14.2000,860.0000
1357,60.9400,3147.0000
1358,18.3200,1066.0000
1359,19.6800,1134.0000
1360,51.0200,2701.0000
1361,48.9200,2596.0000
1362,18.4200,1071.0000
1363,43.6000,2330.0000
1364,35.7800,1939.0000
1365,19.4400,1122.0000
1366,21.2000,1210.0000
1367,18.5400,1077.0000
1368,18.2200,1061.0000
1369,18.2400,1062.0000
1370,18.5800,1079.0000
1371,18.2200,1061.0000
1372,43.5200,2326.0000
1373,18.2000,1060.0000
1374,43.9600,2348.0000
1375,18.1800,1059.0000
1376,49.0800,2604.0000
1377,13.7200,836.0000
1378,43.9600,2348.0000
1379,19.1600,1108.0000
1380,19.7200,1136.0000
1381,18.5200,1076.0000
1382,13.6600,833.0000
1383,18.2800,1064.0000
1384,18.5800,1079.0000
1385,18.5400,1077.0000
1386,18.5000,1075.0000
1387,56.9600,2948.0000
1388,18.1200,1056.0000
1389,18.3200,1066.0000
1390,56.9400,2947.0000
1391,18.6800,1084.0000
1392,56.3000,2915.0000
1393,18.7600,1088.0000
1394,19.0000,1100.0000
1395,18.1200,1056.0000
1396,18.3800,1069.0000
1397,18.1400,1057.0000
1398,56.9600,2948.0000
1399,18.2400,1062.0000
1400,18.4600,1073.0000
1401,18.4600,1073.0000
1402,18.4200,1071.0000
1403,21.3400,1217.0000
1404,18.1600,1058.0000
1405,49.4800,2624.0000
1406,20.4400,1172.0000
1407,56.9600,2948.0000
1408,18.9200,1096.0000
1409,56.8400,2942.0000
1410,18.2800,1064.0000
1411,19.3000,1115.0000
1412,49.3600,2618.0000
1413,18.4000,1070.0000
1414,18.2200,1061.0000
1415,14.1600,858.0000
1416,43.1600,2308.0000
1417,44.1800,2359.0000
1418,43.3800,2319.0000
1419,38.1600,2058.0000
1420,18.9600,1098.0000
1421,48.8800,2594.0000
1422,14.2000,860.0000
1423,19.2000,1110.0000
1424,18.1800,1059.0000
1425,18.4800,1074.0000
1426,20.7800,1189.0000
1427,20.6000,1180.0000
1428,18.9000,1095.0000
1429,18.1000,1055.0000
1430,60.1800,3109.0000
1431,18.7200,1086.0000
1432,18.5800,1079.0000
1433,18.1200,1056.0000
1434,18.3200,1066.0000
1435,18.3800,1069.0000
1436,49.0000,2600.0000
1437,18.5400,1077.0000
1438,14.6600,883.0000
1439,18.4000,1070.0000
1440,19.9600,1148.0000
1441,20.1600,1158.0000
1442,18.1600,1058.0000
1443,18.2400,1062.0000
1444,35.7000,1935.0000
1445,18.5000,1075.0000
1446,18.1400,1057.0000
1447,18.2200,1061.0000
1448,18.4600,1073.0000
1449,36.7400,1987.0000
1450,49.0200,2601.0000
1451,19.0600,1103.0000
1452,18.3600,1068.0000
1453,18.2600,1063.0000
1454,18.5400,1077.0000
1455,18.4600,1073.0000
1456,18.2800,1064.0000
1457,18.5800,1079.0000
1458,21.9200,1246.0000
1459,56.9600,2948.0000
1460,18.4600,1073.0000
1461,43.5400,2327.0000
1462,18.0400,1052.0000
1463,18.5800,1079.0000
1464,20.4200,1171.0000
1465,18.8600,1093.0000
1466,57.0400,2952.0000
1467,44.0200,2351.0000
1468,18.1800,1059.0000
1469,18.6600,1083.0000
1470,18.5200,1076.0000
1471,18.1000,1055.0000
1472,36.6400,1982.0000
1473,18.2600,1063.0000
1474,18.2000,1060.0000
1475,19.2800,1114.0000
1476,18.7800,1089.0000
1477,18.4200,1071.0000
1478,50.0600,2653.0000
1479,45.9000,2445.0000
1480,59.8600,3093.0000
1481,18.3400,1067.0000
1482,18.4400,1072.0000
1483,18.2400,1062.0000
1484,18.7000,1085.0000
1485,18.6600,1083.0000
1486,18.8400,1092.0000
1487,16.2200,961.0000
1488,21.2000,1210.0000
1489,21.2200,1211.0000
1490,18.1800,1059.0000
1491,58.6400,3082.0000
1492,20.4400,1172.0000
1493,18.3800,1069.0000
1494,18.7800,1089.0000
1495,18.4600,1073.0000
1496,36.9400,1997.0000
1497,18.1800,1059.0000
1498,19.8600,1143.0000
1499,19.0000,1100.0000
1500,55.6800,2884.0000
1501,18.1200,1056.0000
1502,18.4400,1072.0000
1503,18.3200,1066.0000
1504,56.9400,2947.0000
1505,18.7800,1089.0000
1506,18.5600,1078.0000
1507,18.5200,1076.0000
1508,18.0600,1053.0000
1509,19.8000,1140.0000
1510,18.8400,1092.0000
1511,20.1000,1155.0000
1512,19.1000,1105.0000
1513,18.8000,1090.0000
1514,14.8000,890.0000
1515,36.4600,1973.0000
1516,51.5800,2729.0000
1517,19.1200,1106.0000
1518,18.2600,1063.0000
1519,18.6200,1081.0000
1520,15.7600,938.0000
1521,18.5400,1077.0000
1522,18.4600,1073.0000
1523,18.5000,1075.0000
1524,18.4400,1072.0000
1525,18.2600,1063.0000
1526,18.1200,1056.0000
1527,36.8600,1993.0000
1528,49.4800,2624.0000
1529,22.2400,1262.0000
1530,18.2400,1062.0000
1531,56.9600,2948.0000
1532,37.4600,2023.0000
1533,13.5400,827.0000
1534,18.9000,1095.0000
1535,19.3000,1115.0000
1536,47.3200,2516.0000
1537,18.6400,1082.0000
1538,56.9600,2948.0000
1539,18.2200,1061.0000
1540,18.3800,1069.0000
1541,18.0600,1053.0000
1542,48.8400,2592.0000
1543,20.8200,1191.0000
1544,18.5400,1077.0000
1545,18.6200,1081.0000
1546,18.2000,1060.0000
1547,18.2800,1064.0000
1548,44.3400,2367.0000
1549,18.3800,1069.0000
1550,18.6200,1081.0000
1551,18.2000,1060.0000
1552,44.0000,2350.0000
1553,49.2200,2611.0000
1554,18.3200,1066.0000
1555,18.4200,1071.0000
1556,18.2600,1063.0000
1557,36.3000,1965.0000
1558,18.4200,1071.0000
1559,18.3800,1069.0000
1560,49.1600,2608.0000
1561,43.1000,2305.0000
1562,18.3600,1068.0000
1563,13.3600,818.0000
1564,18.6400,1082.0000
1565,15.3800,919.0000
1566,18.1200,1056.0000
1567,19.8200,1141.0000
1568,18.6400,1082.0000
1569,18.9800,1099.0000
1570,18.5800,1079.0000
1571,20.9600,1198.0000
1572,18.0800,1054.0000
1573,36.0200,1951.0000
1574,18.2600,1063.0000
1575,18.6400,1082.0000
1576,18.3400,1067.0000
1577,21.8000,1240.0000
1578,18.5600,1078.0000
1579,15.6200,931.0000
1580,18.1000,1055.0000
1581,18.2200,1061.0000
1582,37.0400,2002.0000
1583,15.3200,916.0000
1584,49.1000,2605.0000
1585,19.7600,1138.0000
1586,18.8000,1090.0000
1587,20.5400,1177.0000
1588,18.4000,1070.0000
1589,20.9600,1198.0000
1590,44.1600,2358.0000
1591,35.8600,1943.0000
1592,18.4200,1071.0000
1593,20.0600,1153.0000
1594,18.3200,1066.0000
1595,55.7600,2888.0000
1596,20.0000,1150.0000
1597,20.5400,1177.0000
1598,49.5000,2625.0000
1599,18.2000,1060.0000
1600,18.0800,1054.0000
1601,18.7800,1089.0000
1602,49.1600,2608.0000
1603,18.3800,1069.0000
1604,18.8400,1092.0000
1605,52.5400,2777.0000
1606,18.2400,1062.0000
1607,19.7800,1139.0000
1608,18.3200,1066.0000
1609,43.2800,2314.0000
1610,43.5000,2325.0000
1611,18.0400,1052.0000
1612,18.2400,1062.0000
1613,37.1200,2006.0000
1614,48.9200,2596.0000
1615,18.7200,1086.0000
1616,21.0400,1202.0000
1617,36.4400,1972.0000
1618,19.8400,1142.0000
1619,18.1400,1057.0000
1620,18.4600,1073.0000
1621,18.1000,1055.0000
1622,19.0800,1104.0000
1623,18.2600,1063.0000
1624,18.9400,1097.0000
1625,36.9200,1996.0000
1626,18.4200,1071.0000
1627,19.2800,1114.0000
1628,18.3000,1065.0000
1629,19.1800,1109.0000
1630,18.3000,1065.0000
1631,19.1000,1105.0000
1632,49.7400,2637.0000
1633,18.5200,1076.0000
1634,49.5000,2625.0000
1635,49.3200,2616.0000
1636,48.8600,2593.0000
1637,18.4000,1070.0000
1638,18.5000,1075.0000
1639,18.3000,1065.0000
1640,53.0200,2801.0000
1641,50.0200,2651.0000
1642,19.2400,1112.0000
1643,36.5000,1975.0000
1644,18.5200,1076.0000
1645,18.2200,1061.0000
1646,14.1000,855.0000
1647,19.9800,1149.0000
1648,62.7800,3239.0000
1649,43.3600,2318.0000
1650,18.5800,1079.0000
1651,18.7200,1086.0000
1652,19.8600,1143.0000
1653,18.1000,1055.0000
1654,18.3200,1066.0000
1655,18.4200,1071.0000
1656,18.5000,1075.0000
1657,43.5200,2326.0000
1658,61.9400,3197.0000
1659,19.1800,1109.0000
1660,56.9400,2947.0000
1661,51.0200,2701.0000
1662,18.6800,1084.0000
1663,15.3600,918.0000
1664,18.3200,1066.0000
1665,20.4400,1172.0000
1666,18.3800,1069.0000
1667,49.0600,2603.0000
1668,13.9800,849.0000
1669,44.3800,2369.0000
1670,15.1200,906.0000
1671,48.6600,2583.0000
1672,36.5800,1979.0000
1673,43.7600,2338.0000
1674,18.2200,1061.0000
1675,36.9200,1996.0000
1676,16.4000,970.0000
1677,36.6200,1981.0000
1678,58.8800,3044.0000
1679,36.2600,1963.0000
1680,18.3600,1068.0000
1681,18.1600,1058.0000
1682,43.4200,2321.0000
1683,36.4400,1972.0000
1684,18.0400,1052.0000
1685,18.4400,1072.0000
1686,18.1400,1057.0000
1687,36.9800,1999.0000
1688,18.2200,1061.0000
1689,13.9000,845.0000
1690,18.1200,1056.0000
1691,18.2800,1064.0000
1692,13.4400,822.0000
1693,36.1800,1959.0000
1694,56.9400,2947.0000
1695,49.4000,2620.0000
1696,18.3800,1069.0000
1697,18.4200,1071.0000
1698,18.2800,1064.0000
1699,18.8000,1090.0000
1700,13.9000,845.0000
1701,20.5800,1179.0000
1702,19.8200,1141.0000
1703,18.2400,1062.0000
1704,18.9000,1095.0000
1705,18.7200,1086.0000
1706,18.1200,1056.0000
1707,48.9200,2596.0000
1708,18.3000,1065.0000
1709,20.5200,1176.0000
1710,51.5400,2727.0000
1711,13.9200,846.0000
1712,19.1000,1105.0000
1713,13.3600,818.0000
1714,14.7800,889.0000
1715,18.7000,1085.0000
1716,36.4600,1973.0000
1717,18.5400,1077.0000
1718,20.5200,1176.0000
1719,18.6800,1084.0000
1720,19.1000,1105.0000
1721,18.8200,1091.0000
1722,43.2600,2313.0000
1723,19.0400,1102.0000
1724,43.4200,2321.0000
1725,18.2400,1062.0000
1726,18.9000,1095.0000
1727,18.1600,1058.0000
1728,36.7200,1986.0000
1729,18.2600,1063.0000
1730,19.2800,1114.0000
1731,18.4200,1071.0000
1732,18.2200,1061.0000
1733,18.4400,1072.0000
1734,18.2800,1064.0000
1735,20.3800,1169.0000
1736,54.7800,2839.0000
1737,18.2800,1064.0000
1738,49.7200,2636.0000
1739,14.8200,891.0000
1740,18.4800,1074.0000
1741,18.3800,1069.0000
1742,57.5600,2978.0000
1743,13.2400,812.0000
1744,18.3800,1069.0000
1745,18.9400,1097.0000
1746,36.2800,1964.0000
1747,18.0800,1054.0000
1748,58.3400,3067.0000
1749,18.2200,1061.0000
1750,56.0800,2904.0000
1751,14.9200,896.0000
1752,18.3600,1068.0000
1753,36.9000,1995.0000
1754,18.8800,1094.0000
1755,18.2000,1060.0000
1756,36.7600,1988.0000
1757,51.4000,2720.0000
1758,18.5800,1079.0000
1759,18.3000,1065.0000
1760,19.0800,1104.0000
1761,18.1000,1055.0000
1762,18.8600,1093.0000
1763,19.7000,1135.0000
1764,18.1800,1059.0000
1765,58.5400,3077.0000
1766,18.1600,1058.0000
1767,18.2800,1064.0000
1768,20.5800,1179.0000
1769,36.7800,1989.0000
1770,18.4400,1072.0000
1771,19.7800,1139.0000
1772,18.9000,1095.0000
1773,18.6400,1082.0000
1774,18.6200,1081.0000
1775,18.1000,1055.0000
1776,18.5400,1077.0000
1777,18.7000,1085.0000
1778,18.6200,1081.0000
1779,18.1400,1057.0000
1780,14.2000,860.0000
1781,19.9600,1148.0000
1782,49.3800,2619.0000
1783,19.8600,1143.0000
1784,56.6000,2930.0000
1785,18.4000,1070.0000
1786,18.2000,1060.0000
1787,18.7400,1087.0000
1788,56.9200,2946.0000
1789,18.2800,1064.0000
1790,18.1200,1056.0000
1791,20.2400,1162.0000
1792,49.3200,2616.0000
1793,49.8600,2643.0000
1794,44.4800,2374.0000
1795,36.1000,1955.0000
1796,19.7200,1136.0000
1797,20.5000,1175.0000
1798,13.5800,829.0000
1799,36.4600,1973.0000
1800,18.3600,1068.0000
1801,43.3800,2319.0000
1802,18.6000,1080.0000
1803,56.9400,2947.0000
1804,19.1200,1106.0000
1805,18.2800,1064.0000
1806,18.8000,1090.0000
1807,18.6800,1084.0000
1808,36.5800,1979.0000
1809,18.0800,1054.0000
1810,18.2800,1064.0000
1811,18.1200,1056.0000
1812,18.6800,1084.0000
1813,18.4600,1073.0000
1814,18.7800,1089.0000
1815,18.6800,1084.0000
1816,15.9000,945.0000
1817,18.2200,1061.0000
1818,56.8200,2941.0000
1819,49.6200,2631.0000
1820,18.1600,1058.0000
1821,20.7000,1185.0000
1822,18.5000,1075.0000
1823,18.5400,1077.0000
1824,58.3600,3018.0000
1825,21.4000,1220.0000
1826,18.2600,1063.0000
1827,18.3800,1069.0000
1828,14.0200,851.0000
1829,18.2800,1064.0000
1830,18.4400,1072.0000
1831,14.1600,858.0000
1832,18.3000,1065.0000
1833,18.8400,1092.0000
1834,56.9600,2948.0000
1835,18.4200,1071.0000
1836,18.9200,1096.0000
1837,48.9000,2595.0000
1838,18.5000,1075.0000
1839,18.2800,1064.0000
1840,51.2600,2713.0000
1841,18.6000,1080.0000
1842,18.4400,1072.0000
1843,36.7600,1988.0000
1844,56.9600,2948.0000
1845,18.1800,1059.0000
1846,19.1600,1108.0000
1847,18.0600,1053.0000
1848,18.7000,1085.0000
1849,18.3000,1065.0000
1850,18.5600,1078.0000
1851,18.2600,1063.0000
1852,18.2600,1063.0000
1853,43.0800,2304.0000
1854,56.9600,2948.0000
1855,18.5400,1077.0000
1856,18.8600,1093.0000
1857,36.9400,1997.0000
1858,18.1600,1058.0000
1859,57.9600,2998.0000
1860,49.7800,2639.0000
1861,18.4200,1071.0000
1862,18.0400,1052.0000
1863,20.0200,1151.0000
1864,55.8400,2892.0000
1865,18.0800,1054.0000
1866,49.2800,2614.0000
1867,18.6200,1081.0000
1868,18.5000,1075.0000
1869,18.6400,1082.0000
1870,18.6200,1081.0000
1871,19.0000,1100.0000
1872,18.3200,1066.0000
1873,19.2200,1111.0000
1874,20.7200,1186.0000
1875,18.3600,1068.0000
1876,36.2000,1960.0000
1877,52.5400,2777.0000
1878,15.5400,927.0000
1879,18.0800,1054.0000
1880,18.2400,1062.0000
1881,51.4800,2724.0000
1882,18.3000,1065.0000
1883,37.0000,2000.0000
1884,36.2000,1960.0000
1885,20.5000,1175.0000
1886,18.2000,1060.0000
1887,18.6800,1084.0000
1888,18.5000,1075.0000
1889,13.5600,828.0000
1890,20.3000,1165.0000
1891,44.6600,2383.0000
1892,15.3200,916.0000
1893,19.2200,1111.0000
1894,13.8000,840.0000
1895,51.4400,2722.0000
1896,49.4000,2620.0000
1897,18.3600,1068.0000
1898,18.2200,1061.0000
1899,18.1000,1055.0000
1900,18.2400,1062.0000
1901,21.4000,1220.0000
1902,54.7200,2836.0000
1903,20.6400,1182.0000
1904,14.3600,868.0000
1905,18.5800,1079.0000
1906,18.0800,1054.0000
1907,18.6000,1080.0000
1908,18.6600,1083.0000
1909,22.0200,1251.0000
1910,49.3400,2617.0000
1911,18.8000,1090.0000
1912,20.0800,1154.0000
1913,56.9800,2949.0000
1914,18.4400,1072.0000
1915,18.4000,1070.0000
1916,58.6400,3082.0000
1917,18.2400,1062.0000
1918,18.4600,1073.0000
1919,43.1000,2305.0000
1920,18.5200,1076.0000
1921,59.8800,3094.0000
1922,59.8600,3093.0000
1923,37.1200,2006.0000
1924,18.1200,1056.0000
1925,44.4000,2370.0000
1926,53.0000,2800.0000
1927,56.9200,2946.0000
1928,49.5800,2629.0000
1929,18.3000,1065.0000
1930,21.9000,1245.0000
1931,56.9400,2947.0000
1932,59.8600,3093.0000
1933,19.3000,1115.0000
1934,19.2400,1112.0000
1935,46.3000,2465.0000
1936,18.0800,1054.0000
1937,18.4600,1073.0000
1938,21.0800,1204.0000
1939,20.2200,1161.0000
1940,18.3800,1069.0000
1941,18.5200,1076.0000
1942,43.0600,2303.0000
1943,18.1800,1059.0000
1944,18.5400,1077.0000
1945,49.5000,2625.0000
1946,18.1200,1056.0000
1947,18.8200,1091.0000
1948,18.3400,1067.0000
1949,19.9400,1147.0000
1950,18.0400,1052.0000
1951,18.2600,1063.0000
1952,18.1200,1056.0000
1953,45.7600,2438.0000
1954,19.1600,1108.0000
1955,18.0600,1053.0000
1956,18.4800,1074.0000
1957,36.6000,1980.0000
1958,18.4600,1073.0000
1959,18.6800,1084.0000
1960,18.3200,1066.0000
1961,18.3800,1069.0000
1962,22.2400,1262.0000
1963,19.6000,1130.0000
1964,18.8600,1093.0000
1965,18.5000,1075.0000
1966,36.6800,1984.0000
1967,18.2000,1060.0000
1968,49.5800,2629.0000
1969,17.2400,1012.0000
1970,36.3800,1969.0000
1971,13.1600,808.0000
1972,18.6800,1084.0000
1973,18.2400,1062.0000
1974,18.9800,1099.0000
1975,20.5800,1179.0000
1976,18.3800,1069.0000
1977,19.3200,1116.0000
1978,18.4000,1070.0000
1979,44.3000,2365.0000
1980,18.3800,1069.0000
1981,49.1600,2608.0000
1982,13.2000,810.0000
1983,19.9800,1149.0000
1984,18.8200,1091.0000
1985,14.4800,874.0000
1986,14.8000,890.0000
1987,19.6000,1130.0000
1988,18.3400,1067.0000
1989,18.3800,1069.0000
1990,21.1600,1208.0000
1991,18.9800,1099.0000
1992,18.6400,1082.0000
1993,18.4400,1072.0000
1994,19.8800,1144.0000
1995,18.1800,1059.0000
1996,36.7400,1987.0000
1997,14.0000,850.0000
1998,19.8200,1141.0000
1999,18.4000,1070.0000
2000,21.4200,1221.0000
