T,trajectories,best_r,best_x
18600,5,113.4000,5370
18700,5,113.4000,5370
18800,5,113.4000,5370
18900,5,113.4000,5370
19000,5,113.4000,5370
19100,5,113.4000,5370
19200,5,113.4000,5370
19300,5,113.4000,5370
19400,5,113.4000,5370
19500,5,113.4000,5370
19600,5,113.4000,5370
19700,5,113.4000,5370
19800,5,113.4000,5370
19900,5,113.4000,5370
20000,5,113.4000,5370
20100,5,113.4000,5370
20200,5,113.4000,5370
20300,5,113.4000,5370
20400,5,113.4000,5370
20500,5,113.4000,5370
20600,5,113.4000,5370
20700,5,113.4000,5370
20800,5,113.4000,5370
20900,5,113.4000,5370
21000,5,113.4000,5370
21100,5,113.4000,5370
21200,5,113.4000,5370
21300,6,113.4000,5370
21400,6,113.4000,5370
21500,6,113.4000,5370
21600,6,113.4000,5370
21700,6,113.4000,5370
21800,6,113.4000,5370
21900,6,113.4000,5370
22000,6,113.4000,5370
22100,6,113.4000,5370
22200,6,113.4000,5370
22300,6,113.4000,5370
22400,6,113.4000,5370
22500,7,113.4000,5370
22600,7,113.4000,5370
22700,7,113.4000,5370
22800,7,113.4000,5370
22900,7,113.4000,5370
23000,7,113.4000,5370
23100,7,113.4000,5370
23200,7,113.4000,5370
23300,7,113.4000,5370
23400,7,113.4000,5370
23500,7,113.4000,5370
23600,7,113.4000,5370
23700,7,113.4000,5370
23800,7,113.4000,5370
23900,7,113.4000,5370
24000,7,113.4000,5370
24100,7,113.4000,5370
24200,7,113.4000,5370
24300,7,113.4000,5370
24400,7,113.4000,5370
24500,7,113.4000,5370
24600,7,113.4000,5370
24700,7,113.4000,5370
24800,7,113.4000,5370
24900,7,113.4000,5370
25000,7,113.4000,5370
25100,7,113.4000,5370
25200,7,113.4000,5370
25300,7,113.4000,5370
25400,7,113.4000,5370
25500,7,113.4000,5370
25600,7,113.4000,5370
25700,7,113.4000,5370
25800,7,113.4000,5370
25900,8,113.4000,5370
26000,8,113.4000,5370
26100,8,113.4000,5370
26200,8,113.4000,5370
26300,8,113.4000,5370
26400,8,113.4000,5370
26500,8,113.4000,5370
26600,8,113.4000,5370
26700,8,113.4000,5370
26800,8,113.4000,5370
26900,8,113.4000,5370
27000,8,113.4000,5370
27100,8,113.4000,5370
27200,8,113.4000,5370
27300,8,113.4000,5370
27400,8,113.4000,5370
27500,8,113.4000,5370
27600,8,113.4000,5370
27700,8,113.4000,5370
27800,8,113.4000,5370
27900,8,113.4000,5370
28000,8,113.4000,5370
28100,8,113.4000,5370
28200,8,113.4000,5370
28300,8,113.4000,5370
28400,8,113.4000,5370
28500,8,113.4000,5370
28600,8,113.4000,5370
28700,8,113.4000,5370
28800,8,113.4000,5370
28900,8,113.4000,5370
29000,8,113.4000,5370
29100,8,113.4000,5370
29200,8,113.4000,5370
29300,8,113.4000,5370
29400,8,113.4000,5370
29500,8,113.4000,5370
29600,8,113.4000,5370
29700,8,113.4000,5370
29800,8,113.4000,5370
29900,8,113.4000,5370
30000,8,113.4000,5370
30100,8,113.4000,5370
30200,8,113.4000,5370
30300,8,113.4000,5370
30400,8,113.4000,5370
30500,8,113.4000,5370
30600,8,113.4000,5370
30700,8,113.4000,5370
30800,8,113.4000,5370
30900,8,113.4000,5370
31000,8,113.4000,5370
31100,8,113.4000,5370
31200,8,113.4000,5370
31300,8,113.4000,5370
31400,8,113.4000,5370
31500,8,113.4000,5370
31600,8,113.4000,5370
31700,8,113.4000,5370
31800,8,113.4000,5370
31900,8,113.4000,5370
32000,8,113.4000,5370
32100,9,113.4000,5370
32200,9,113.4000,5370
32300,9,113.4000,5370
32400,9,113.4000,5370
32500,9,113.4000,5370
32600,10,113.4000,5370
32700,10,113.4000,5370
32800,10,113.4000,5370
32900,10,113.4000,5370
33000,10,113.4000,5370
33100,10,113.4000,5370
33200,10,113.4000,5370
33300,10,113.4000,5370
33400,10,113.4000,5370
33500,10,113.4000,5370
33600,10,113.4000,5370
33700,10,113.4000,5370
33800,10,113.4000,5370
33900,10,113.4000,5370
34000,10,113.4000,5370
34100,10,113.4000,5370
34200,10,113.4000,5370
34300,10,113.4000,5370
34400,10,113.4000,5370
34500,10,113.4000,5370
34600,10,113.4000,5370
34700,10,113.4000,5370
34800,10,113.4000,5370
34900,10,113.4000,5370
35000,10,113.4000,5370
35100,10,113.4000,5370
35200,10,113.4000,5370
35300,10,113.4000,5370
35400,10,113.4000,5370
35500,10,113.4000,5370
35600,10,113.4000,5370
35700,10,113.4000,5370
35800,10,113.4000,5370
35900,10,113.4000,5370
36000,10,113.4000,5370
36100,10,113.4000,5370
36200,10,113.4000,5370
36300,10,113.4000,5370
36400,10,113.4000,5370
36500,10,113.4000,5370
36600,10,113.4000,5370
36700,10,113.4000,5370
36800,10,113.4000,5370
36900,10,113.4000,5370
37000,10,113.4000,5370
37100,10,113.4000,5370
37200,10,113.4000,5370
37300,10,113.4000,5370
37400,11,113.4000,5370
37500,11,113.4000,5370
37600,11,113.4000,5370
37700,11,113.4000,5370
37800,11,113.4000,5370
37900,12,113.4000,5370
38000,12,113.4000,5370
38100,12,113.4000,5370
38200,12,113.4000,5370
38300,12,113.4000,5370
38400,12,113.4000,5370
38500,12,113.4000,5370
38600,12,113.4000,5370
38700,12,113.4000,5370
38800,12,113.4000,5370
38900,12,113.4000,5370
39000,12,113.4000,5370
39100,12,113.4000,5370
39200,13,113.4000,5370
39300,13,113.4000,5370
39400,13,113.4000,5370
39500,13,113.4000,5370
39600,13,113.4000,5370
39700,13,113.4000,5370
39800,13,113.4000,5370
39900,13,113.4000,5370
40000,13,113.4000,5370
40100,13,113.4000,5370
40200,13,113.4000,5370
40300,13,113.4000,5370
40400,14,113.4000,5370
40500,14,113.4000,5370
40600,14,113.4000,5370
40700,14,113.4000,5370
40800,14,113.4000,5370
40900,15,113.4000,5370
41000,15,113.4000,5370
41100,15,113.4000,5370
41200,15,113.4000,5370
41300,15,113.4000,5370
41400,15,113.4000,5370
41500,15,113.4000,5370
41600,15,113.4000,5370
41700,15,113.4000,5370
41800,15,113.4000,5370
41900,15,113.4000,5370
42000,15,113.4000,5370
42100,15,113.4000,5370
42200,15,113.4000,5370
42300,15,113.4000,5370
42400,15,113.4000,5370
42500,15,113.4000,5370
42600,16,113.4000,5370
42700,16,113.4000,5370
42800,16,113.4000,5370
42900,16,113.4000,5370
43000,16,113.4000,5370
43100,16,113.4000,5370
43200,16,113.4000,5370
43300,16,113.4000,5370
43400,16,113.4000,5370
43500,16,113.4000,5370
43600,16,113.4000,5370
43700,16,113.4000,5370
43800,16,113.4000,5370
43900,16,113.4000,5370
44000,16,113.4000,5370
44100,16,113.4000,5370
44200,17,113.4000,5370
44300,17,113.4000,5370
44400,17,113.4000,5370
44500,17,113.4000,5370
44600,17,113.4000,5370
44700,17,113.4000,5370
44800,17,113.4000,5370
44900,17,113.4000,5370
45000,17,113.4000,5370
45100,17,113.4000,5370
45200,17,113.4000,5370
45300,17,113.4000,5370
45400,17,113.4000,5370
45500,17,113.4000,5370
45600,17,113.4000,5370
45700,17,113.4000,5370
45800,17,113.4000,5370
45900,17,113.4000,5370
46000,17,113.4000,5370
46100,17,113.4000,5370
46200,17,113.4000,5370
46300,17,113.4000,5370
46400,17,113.4000,5370
46500,17,113.4000,5370
46600,17,113.4000,5370
46700,17,113.4000,5370
46800,17,113.4000,5370
46900,17,113.4000,5370
47000,17,113.4000,5370
47100,17,113.4000,5370
47200,17,113.4000,5370
47300,17,113.4000,5370
47400,17,113.4000,5370
47500,17,113.4000,5370
47600,17,113.4000,5370
47700,17,113.4000,5370
47800,17,113.4000,5370
47900,17,113.4000,5370
48000,17,113.4000,5370
48100,17,113.4000,5370
48200,17,113.4000,5370
48300,17,113.4000,5370
48400,17,113.4000,5370
48500,17,113.4000,5370
48600,17,113.4000,5370
48700,17,113.4000,5370
48800,17,113.4000,5370
48900,17,113.4000,5370
49000,17,113.4000,5370
49100,17,113.4000,5370
49200,17,113.4000,5370
49300,17,113.4000,5370
49400,17,113.4000,5370
49500,17,113.4000,5370
49600,17,113.4000,5370
49700,17,113.4000,5370
49800,17,113.4000,5370
49900,17,113.4000,5370
50000,17,113.4000,5370
50100,17,113.4000,5370
50200,17,113.4000,5370
50300,17,113.4000,5370
50400,17,113.4000,5370
50500,17,113.4000,5370
50600,17,113.4000,5370
50700,17,113.4000,5370
50800,17,113.4000,5370
50900,17,113.4000,5370
51000,17,113.4000,5370
51100,17,113.4000,5370
51200,17,113.4000,5370
51300,17,113.4000,5370
51400,17,113.4000,5370
51500,17,113.4000,5370
51600,17,113.4000,5370
51700,17,113.4000,5370
51800,17,113.4000,5370
51900,17,113.4000,5370
52000,17,113.4000,5370
52100,17,113.4000,5370
52200,17,113.4000,5370
52300,17,113.4000,5370
52400,17,113.4000,5370
52500,18,113.4000,5370
52600,18,113.4000,5370
52700,18,113.4000,5370
52800,18,113.4000,5370
52900,18,113.4000,5370
53000,18,113.4000,5370
53100,18,113.4000,5370
53200,18,113.4000,5370
53300,18,113.4000,5370
53400,18,113.4000,5370
53500,18,113.4000,5370
53600,18,113.4000,5370
53700,18,113.4000,5370
53800,18,113.4000,5370
53900,18,113.4000,5370
54000,18,113.4000,5370
54100,18,113.4000,5370
54200,18,113.4000,5370
54300,18,113.4000,5370
54400,18,113.4000,5370
54500,18,113.4000,5370
54600,18,113.4000,5370
54700,18,113.4000,5370
54800,18,113.4000,5370
54900,18,113.4000,5370
55000,18,113.4000,5370
55100,18,113.4000,5370
55200,18,113.4000,5370
55300,18,113.4000,5370
55400,18,113.4000,5370
55500,18,113.4000,5370
55600,18,113.4000,5370
55700,18,113.4000,5370
55800,18,113.4000,5370
55900,18,113.4000,5370
56000,18,113.4000,5370
56100,18,113.4000,5370
56200,18,113.4000,5370
56300,18,113.4000,5370
56400,18,113.4000,5370
56500,18,113.4000,5370
56600,18,113.4000,5370
56700,18,113.4000,5370
56800,18,113.4000,5370
56900,18,113.4000,5370
57000,18,113.4000,5370
57100,18,113.4000,5370
57200,18,113.4000,5370
57300,18,113.4000,5370
57400,18,113.4000,5370
57500,18,113.4000,5370
57600,18,113.4000,5370
57700,18,113.4000,5370
57800,18,113.4000,5370
57900,18,113.4000,5370
58000,18,113.4000,5370
58100,18,113.4000,5370
58200,18,113.4000,5370
58300,18,113.4000,5370
58400,18,113.4000,5370
58500,18,113.4000,5370
58600,18,113.4000,5370
58700,18,113.4000,5370
58800,18,113.4000,5370
58900,18,113.4000,5370
59000,18,113.4000,5370
59100,18,113.4000,5370
59200,18,113.4000,5370
59300,18,113.4000,5370
59400,18,113.4000,5370
59500,18,113.4000,5370
59600,18,113.4000,5370
59700,18,113.4000,5370
59800,18,113.4000,5370
59900,18,113.4000,5370
60000,18,113.4000,5370
60100,18,113.4000,5370
60200,18,113.4000,5370
60300,18,113.4000,5370
60400,18,113.4000,5370
60500,18,113.4000,5370
60600,18,113.4000,5370
60700,18,113.4000,5370
60800,18,113.4000,5370
60900,18,113.4000,5370
61000,18,113.4000,5370
61100,18,113.4000,5370
61200,18,113.4000,5370
61300,18,113.4000,5370
61400,18,113.4000,5370
61500,18,113.4000,5370
61600,18,113.4000,5370
61700,18,113.4000,5370
61800,18,113.4000,5370
61900,18,113.4000,5370
62000,18,113.4000,5370
62100,18,113.4000,5370
62200,18,113.4000,5370
62300,18,113.4000,5370
62400,18,113.4000,5370
62500,18,113.4000,5370
62600,18,113.4000,5370
62700,18,113.4000,5370
62800,18,113.4000,5370
62900,18,113.4000,5370
63000,18,113.4000,5370
63100,18,113.4000,5370
63200,18,113.4000,5370
63300,18,113.4000,5370
63400,18,113.4000,5370
63500,18,113.4000,5370
63600,18,113.4000,5370
63700,18,113.4000,5370
63800,18,113.4000,5370
63900,18,113.4000,5370
64000,18,113.4000,5370
64100,18,113.4000,5370
64200,18,113.4000,5370
64300,18,113.4000,5370
64400,18,113.4000,5370
64500,18,113.4000,5370
64600,18,113.4000,5370
64700,18,113.4000,5370
64800,18,113.4000,5370
64900,18,113.4000,5370
65000,18,113.4000,5370
65100,18,113.4000,5370
65200,18,113.4000,5370
65300,18,113.4000,5370
65400,18,113.4000,5370
65500,18,113.4000,5370
65600,18,113.4000,5370
65700,18,113.4000,5370
65800,18,113.4000,5370
65900,18,113.4000,5370
66000,18,113.4000,5370
66100,18,113.4000,5370
66200,18,113.4000,5370
66300,18,113.4000,5370
66400,18,113.4000,5370
66500,18,113.4000,5370
66600,18,113.4000,5370
66700,18,113.4000,5370
66800,18,113.4000,5370
66900,18,113.4000,5370
67000,18,113.4000,5370
67100,18,113.4000,5370
67200,18,113.4000,5370
67300,18,113.4000,5370
67400,18,113.4000,5370
67500,18,113.4000,5370
67600,18,113.4000,5370
67700,18,113.4000,5370
67800,18,113.4000,5370
67900,18,113.4000,5370
68000,18,113.4000,5370
68100,18,113.4000,5370
68200,18,113.4000,5370
68300,18,113.4000,5370
68400,18,113.4000,5370
68500,18,113.4000,5370
68600,18,113.4000,5370
68700,18,113.4000,5370
68800,18,113.4000,5370
68900,18,113.4000,5370
69000,18,113.4000,5370
69100,18,113.4000,5370
69200,18,113.4000,5370
69300,18,113.4000,5370
69400,18,113.4000,5370
69500,18,113.4000,5370
69600,18,113.4000,5370
69700,18,113.4000,5370
69800,18,113.4000,5370
69900,18,113.4000,5370
70000,18,113.4000,5370
70100,18,113.4000,5370
70200,18,113.4000,5370
70300,18,113.4000,5370
70400,18,113.4000,5370
70500,19,113.4000,5370
70600,19,113.4000,5370
70700,19,113.4000,5370
70800,19,113.4000,5370
70900,19,113.4000,5370
71000,19,113.4000,5370
71100,19,113.4000,5370
71200,19,113.4000,5370
71300,19,113.4000,5370
71400,19,113.4000,5370
71500,19,113.4000,5370
71600,19,113.4000,5370
71700,19,113.4000,5370
71800,19,113.4000,5370
71900,19,113.4000,5370
72000,19,113.4000,5370
72100,19,113.4000,5370
72200,19,113.4000,5370
72300,19,113.4000,5370
72400,19,113.4000,5370
72500,19,113.4000,5370
72600,19,113.4000,5370
72700,19,113.4000,5370
72800,19,113.4000,5370
72900,19,113.4000,5370
73000,19,113.4000,5370
73100,19,113.4000,5370
73200,19,113.4000,5370
73300,19,113.4000,5370
73400,19,113.4000,5370
73500,19,113.4000,5370
73600,19,113.4000,5370
73700,19,113.4000,5370
73800,19,113.4000,5370
73900,19,113.4000,5370
74000,19,113.4000,5370
74100,19,113.4000,5370
74200,19,113.4000,5370
74300,19,113.4000,5370
74400,19,113.4000,5370
74500,19,113.4000,5370
74600,19,113.4000,5370
74700,19,113.4000,5370
74800,19,113.4000,5370
74900,19,113.4000,5370
75000,19,113.4000,5370
75100,19,113.4000,5370
75200,19,113.4000,5370
75300,19,113.4000,5370
75400,19,113.4000,5370
75500,19,113.4000,5370
75600,19,113.4000,5370
75700,19,113.4000,5370
75800,19,113.4000,5370
75900,19,113.4000,5370
76000,19,113.4000,5370
76100,19,113.4000,5370
76200,19,113.4000,5370
76300,19,113.4000,5370
76400,19,113.4000,5370
76500,19,113.4000,5370
76600,19,113.4000,5370
76700,19,113.4000,5370
76800,19,113.4000,5370
76900,19,113.4000,5370
77000,19,113.4000,5370
77100,19,113.4000,5370
77200,19,113.4000,5370
77300,19,113.4000,5370
77400,19,113.4000,5370
77500,19,113.4000,5370
77600,19,113.4000,5370
77700,19,113.4000,5370
77800,19,113.4000,5370
77900,19,113.4000,5370
78000,19,113.4000,5370
78100,19,113.4000,5370
78200,19,113.4000,5370
78300,19,113.4000,5370
78400,19,113.4000,5370
78500,19,113.4000,5370
78600,19,113.4000,5370
78700,19,113.4000,5370
78800,19,113.4000,5370
78900,19,113.4000,5370
79000,19,113.4000,5370
79100,19,113.4000,5370
79200,19,113.4000,5370
79300,19,113.4000,5370
79400,20,113.4000,5370
79500,20,113.4000,5370
79600,20,113.4000,5370
79700,20,113.4000,5370
79800,20,113.4000,5370
79900,20,113.4000,5370
80000,20,113.4000,5370
80100,20,113.4000,5370
80200,20,113.4000,5370
80300,20,113.4000,5370
80400,20,113.4000,5370
80500,20,113.4000,5370
80600,20,113.4000,5370
80700,20,113.4000,5370
80800,20,113.4000,5370
80900,20,113.4000,5370
81000,20,113.4000,5370
81100,20,113.4000,5370
81200,20,113.4000,5370
81300,20,113.4000,5370
81400,20,113.4000,5370
81500,21,113.4000,5370
81600,21,113.4000,5370
81700,21,113.4000,5370
81800,21,113.4000,5370
81900,21,113.4000,5370
82000,22,113.4000,5370
82100,22,113.4000,5370
82200,22,113.4000,5370
82300,22,113.4000,5370
82400,22,113.4000,5370
82500,22,113.4000,5370
82600,22,113.4000,5370
82700,22,113.4000,5370
82800,22,113.4000,5370
82900,22,113.4000,5370
83000,22,113.4000,5370
83100,22,113.4000,5370
83200,22,113.4000,5370
83300,22,113.4000,5370
83400,22,113.4000,5370
83500,22,113.4000,5370
83600,22,113.4000,5370
83700,22,113.4000,5370
83800,22,113.4000,5370
83900,22,113.4000,5370
84000,22,113.4000,5370
84100,22,113.4000,5370
84200,22,113.4000,5370
84300,22,113.4000,5370
84400,22,113.4000,5370
84500,22,113.4000,5370
84600,22,113.4000,5370
84700,22,113.4000,5370
84800,22,113.4000,5370
84900,22,113.4000,5370
85000,22,113.4000,5370
85100,22,113.4000,5370
85200,22,113.4000,5370
85300,22,113.4000,5370
85400,22,113.4000,5370
85500,22,113.4000,5370
85600,22,113.4000,5370
85700,22,113.4000,5370
85800,22,113.4000,5370
85900,22,113.4000,5370
86000,22,113.4000,5370
86100,22,113.4000,5370
86200,22,113.4000,5370
86300,22,113.4000,5370
86400,22,113.4000,5370
86500,22,113.4000,5370
86600,22,113.4000,5370
86700,22,113.4000,5370
86800,22,113.4000,5370
86900,22,113.4000,5370
87000,22,113.4000,5370
87100,22,113.4000,5370
87200,22,113.4000,5370
87300,22,113.4000,5370
87400,22,113.4000,5370
87500,22,113.4000,5370
87600,22,113.4000,5370
87700,22,113.4000,5370
87800,22,113.4000,5370
87900,22,113.4000,5370
88000,22,113.4000,5370
88100,22,113.4000,5370
88200,22,113.4000,5370
88300,22,113.4000,5370
88400,22,113.4000,5370
88500,22,113.4000,5370
88600,22,113.4000,5370
88700,22,113.4000,5370
88800,22,113.4000,5370
88900,22,113.4000,5370
89000,22,113.4000,5370
89100,22,113.4000,5370
89200,22,113.4000,5370
89300,22,113.4000,5370
89400,22,113.4000,5370
89500,22,113.4000,5370
89600,22,113.4000,5370
89700,22,113.4000,5370
89800,22,113.4000,5370
89900,22,113.4000,5370
90000,22,113.4000,5370
90100,22,113.4000,5370
90200,22,113.4000,5370
90300,22,113.4000,5370
90400,22,113.4000,5370
90500,22,113.4000,5370
90600,22,113.4000,5370
90700,22,113.4000,5370
90800,22,113.4000,5370
90900,22,113.4000,5370
91000,22,113.4000,5370
91100,22,113.4000,5370
91200,22,113.4000,5370
91300,22,113.4000,5370
91400,22,113.4000,5370
91500,22,113.4000,5370
91600,22,113.4000,5370
91700,22,113.4000,5370
91800,22,113.4000,5370
91900,22,113.4000,5370
92000,22,113.4000,5370
92100,22,113.4000,5370
92200,22,113.4000,5370
92300,22,113.4000,5370
92400,22,113.4000,5370
92500,22,113.4000,5370
92600,22,113.4000,5370
92700,22,113.4000,5370
92800,22,113.4000,5370
92900,22,113.4000,5370
93000,22,113.4000,5370
93100,22,113.4000,5370
93200,22,113.4000,5370
93300,22,113.4000,5370
93400,22,113.4000,5370
93500,22,113.4000,5370
93600,23,113.4000,5370
93700,23,113.4000,5370
93800,23,113.4000,5370
93900,23,113.4000,5370
94000,23,113.4000,5370
94100,23,113.4000,5370
94200,23,113.4000,5370
94300,23,113.4000,5370
94400,23,113.4000,5370
94500,23,113.4000,5370
94600,23,113.4000,5370
94700,23,113.4000,5370
94800,23,113.4000,5370
94900,23,113.4000,5370
95000,23,113.4000,5370
95100,23,113.4000,5370
95200,23,113.4000,5370
95300,23,113.4000,5370
95400,23,113.4000,5370
95500,23,113.4000,5370
95600,23,113.4000,5370
95700,23,113.4000,5370
95800,23,113.4000,5370
95900,23,113.4000,5370
96000,23,113.4000,5370
96100,23,113.4000,5370
96200,23,113.4000,5370
96300,23,113.4000,5370
96400,23,113.4000,5370
96500,23,113.4000,5370
96600,23,113.4000,5370
96700,23,113.4000,5370
96800,23,113.4000,5370
96900,23,113.4000,5370
97000,23,113.4000,5370
97100,23,113.4000,5370
97200,23,113.4000,5370
97300,23,113.4000,5370
97400,23,113.4000,5370
97500,23,113.4000,5370
97600,23,113.4000,5370
97700,23,113.4000,5370
97800,23,113.4000,5370
97900,23,113.4000,5370
98000,23,113.4000,5370
98100,23,113.4000,5370
98200,23,113.4000,5370
98300,23,113.4000,5370
98400,23,113.4000,5370
98500,23,113.4000,5370
98600,23,113.4000,5370
98700,23,113.4000,5370
98800,23,113.4000,5370
98900,23,113.4000,5370
99000,23,113.4000,5370
99100,23,113.4000,5370
99200,23,113.4000,5370
99300,23,113.4000,5370
99400,23,113.4000,5370
99500,23,113.4000,5370
99600,23,113.4000,5370
99700,23,113.4000,5370
99800,23,113.4000,5370
99900,23,113.4000,5370
100000,23,113.4000,5370
100100,23,113.4000,5370
100200,23,113.4000,5370
100300,23,113.4000,5370
100400,23,113.4000,5370
100500,23,113.4000,5370
100600,23,113.4000,5370
100700,23,113.4000,5370
100800,23,113.4000,5370
100900,23,113.4000,5370
101000,23,113.4000,5370
101100,23,113.4000,5370
101200,23,113.4000,5370
101300,23,113.4000,5370
101400,23,113.4000,5370
101500,23,113.4000,5370
101600,23,113.4000,5370
101700,23,113.4000,5370
101800,23,113.4000,5370
101900,23,113.4000,5370
102000,23,113.4000,5370
102100,23,113.4000,5370
102200,23,113.4000,5370
102300,23,113.4000,5370
102400,23,113.4000,5370
102500,23,113.4000,5370
102600,23,113.4000,5370
102700,23,113.4000,5370
102800,23,113.4000,5370
102900,23,113.4000,5370
103000,23,113.4000,5370
103100,23,113.4000,5370
103200,23,113.4000,5370
103300,23,113.4000,5370
103400,23,113.4000,5370
103500,23,113.4000,5370
103600,23,113.4000,5370
103700,23,113.4000,5370
103800,23,113.4000,5370
103900,23,113.4000,5370
104000,23,113.4000,5370
104100,23,113.4000,5370
104200,23,113.4000,5370
104300,23,113.4000,5370
104400,23,113.4000,5370
104500,23,113.4000,5370
104600,23,113.4000,5370
104700,23,113.4000,5370
104800,23,113.4000,5370
104900,23,113.4000,5370
105000,23,113.4000,5370
105100,23,113.4000,5370
105200,23,113.4000,5370
105300,23,113.4000,5370
105400,23,113.4000,5370
105500,23,113.4000,5370
105600,23,113.4000,5370
105700,23,113.4000,5370
105800,23,113.4000,5370
105900,23,113.4000,5370
106000,23,113.4000,5370
106100,23,113.4000,5370
106200,23,113.4000,5370
106300,23,113.4000,5370
106400,23,113.4000,5370
106500,23,113.4000,5370
106600,23,113.4000,5370
106700,23,113.4000,5370
106800,23,113.4000,5370
106900,23,113.4000,5370
107000,23,113.4000,5370
107100,23,113.4000,5370
107200,23,113.4000,5370
107300,23,113.4000,5370
107400,23,113.4000,5370
107500,23,113.4000,5370
107600,23,113.4000,5370
107700,23,113.4000,5370
107800,23,113.4000,5370
107900,23,113.4000,5370
108000,23,113.4000,5370
108100,23,113.4000,5370
108200,23,113.4000,5370
108300,23,113.4000,5370
108400,23,113.4000,5370
108500,23,113.4000,5370
108600,23,113.4000,5370
108700,23,113.4000,5370
108800,23,113.4000,5370
108900,23,113.4000,5370
109000,23,113.4000,5370
109100,23,113.4000,5370
109200,23,113.4000,5370
109300,23,113.4000,5370
109400,23,113.4000,5370
109500,23,113.4000,5370
109600,23,113.4000,5370
109700,23,113.4000,5370
109800,23,113.4000,5370
109900,23,113.4000,5370
110000,23,113.4000,5370
110100,23,113.4000,5370
110200,23,113.4000,5370
110300,23,113.4000,5370
110400,23,113.4000,5370
110500,23,113.4000,5370
110600,23,113.4000,5370
110700,23,113.4000,5370
110800,23,113.4000,5370
110900,23,113.4000,5370
111000,23,113.4000,5370
111100,23,113.4000,5370
111200,23,113.4000,5370
111300,23,113.4000,5370
111400,23,113.4000,5370
111500,23,113.4000,5370
111600,23,113.4000,5370
111700,23,113.4000,5370
111800,23,113.4000,5370
111900,23,113.4000,5370
112000,23,113.4000,5370
112100,23,113.4000,5370
112200,23,113.4000,5370
112300,23,113.4000,5370
112400,23,113.4000,5370
112500,23,113.4000,5370
112600,23,113.4000,5370
112700,23,113.4000,5370
112800,23,113.4000,5370
112900,23,113.4000,5370
113000,23,113.4000,5370
113100,23,113.4000,5370
113200,23,113.4000,5370
113300,23,113.4000,5370
113400,23,113.4000,5370
113500,23,113.4000,5370
113600,23,113.4000,5370
113700,23,113.4000,5370
113800,23,113.4000,5370
113900,23,113.4000,5370
114000,23,113.4000,5370
114100,23,113.4000,5370
114200,23,113.4000,5370
114300,23,113.4000,5370
114400,23,113.4000,5370
114500,23,113.4000,5370
114600,23,113.4000,5370
114700,23,113.4000,5370
114800,23,113.4000,5370
114900,23,113.4000,5370
115000,23,113.4000,5370
115100,23,113.4000,5370
115200,23,113.4000,5370
115300,23,113.4000,5370
115400,23,113.4000,5370
115500,23,113.4000,5370
115600,23,113.4000,5370
115700,23,113.4000,5370
115800,23,113.4000,5370
115900,23,113.4000,5370
116000,23,113.4000,5370
116100,23,113.4000,5370
116200,23,113.4000,5370
116300,23,113.4000,5370
116400,23,113.4000,5370
116500,23,113.4000,5370
116600,23,113.4000,5370
116700,23,113.4000,5370
116800,23,113.4000,5370
116900,23,113.4000,5370
117000,23,113.4000,5370
117100,23,113.4000,5370
117200,23,113.4000,5370
117300,23,113.4000,5370
117400,23,113.4000,5370
117500,23,113.4000,5370
117600,23,113.4000,5370
117700,23,113.4000,5370
117800,23,113.4000,5370
117900,23,113.4000,5370
118000,23,113.4000,5370
118100,23,113.4000,5370
118200,23,113.4000,5370
118300,23,113.4000,5370
118400,23,113.4000,5370
118500,23,113.4000,5370
118600,23,113.4000,5370
118700,23,113.4000,5370
118800,23,113.4000,5370
118900,23,113.4000,5370
119000,23,113.4000,5370
119100,23,113.4000,5370
119200,23,113.4000,5370
119300,23,113.4000,5370
119400,23,113.4000,5370
119500,23,113.4000,5370
119600,23,113.4000,5370
119700,23,113.4000,5370
119800,23,113.4000,5370
119900,23,113.4000,5370
120000,23,113.4000,5370
120100,23,113.4000,5370
120200,23,113.4000,5370
120300,23,113.4000,5370
120400,23,113.4000,5370
120500,23,113.4000,5370
120600,23,113.4000,5370
120700,23,113.4000,5370
120800,23,113.4000,5370
120900,23,113.4000,5370
121000,23,113.4000,5370
121100,23,113.4000,5370
121200,23,113.4000,5370
121300,23,113.4000,5370
121400,23,113.4000,5370
121500,23,113.4000,5370
121600,23,113.4000,5370
121700,23,113.4000,5370
121800,23,113.4000,5370
121900,23,113.4000,5370
122000,23,113.4000,5370
122100,23,113.4000,5370
122200,23,113.4000,5370
122300,23,113.4000,5370
122400,23,113.4000,5370
122500,23,113.4000,5370
122600,23,113.4000,5370
122700,23,113.4000,5370
122800,23,113.4000,5370
122900,23,113.4000,5370
123000,23,113.4000,5370
123100,23,113.4000,5370
123200,23,113.4000,5370
123300,23,113.4000,5370
123400,23,113.4000,5370
123500,23,113.4000,5370
123600,23,113.4000,5370
123700,23,113.4000,5370
123800,23,113.4000,5370
123900,23,113.4000,5370
124000,23,113.4000,5370
124100,23,113.4000,5370
124200,23,113.4000,5370
124300,23,113.4000,5370
124400,23,113.4000,5370
124500,23,113.4000,5370
124600,23,113.4000,5370
124700,23,113.4000,5370
124800,23,113.4000,5370
124900,23,113.4000,5370
125000,23,113.4000,5370
125100,23,113.4000,5370
125200,23,113.4000,5370
125300,23,113.4000,5370
125400,23,113.4000,5370
125500,23,113.4000,5370
125600,23,113.4000,5370
125700,23,113.4000,5370
125800,23,113.4000,5370
125900,23,113.4000,5370
126000,23,113.4000,5370
